code,Port Name,latitude,longitude,country_code,zone_code
EEVTU,Valge-Tiiru,59.65,25.75,EE,EU-SCA
EEVVA,Varava,58.43333,23.08333,EE,EU-SCA
EEVVI,Vaike-Villemi,59.55,25.55,EE,EU-SCA
EEVVR,Virvissaare,58.38333,27.3,EE,EU-SCA
EEVYA,Variku,58.18333,26.1,EE,EU-SCA
EEVYB,Viigi,59.56667,24.8,EE,EU-SCA
EEVYC,Viinistu,59.65,25.75,EE,EU-SCA
EEVYD,Vilsandi,58.38333,21.81667,EE,EU-SCA
EEVYE,Vorgukuivatusplats,59.65,25.71667,EE,EU-SCA
EEVYF,Varska,57.98333,27.61667,EE,EU-SCA
EEYLE,Uleoja,58.33333,26.15,EE,EU-SCA
EEYLG,Ulgapae,58.25,21.9,EE,EU-SCA
EEYLV,Ula-Vagula,57.83333,26.93333,EE,EU-SCA
ESAXO,A Baiuca,43.3,-8.5,ES,EU-SEU
ESADR,Adra,36.75,-3.0167,ES,EU-SEU
ESAGA,Agaete,28.1167,-15.7,ES,AF-NAF
ESAGU,Aguilas,37.4,-1.5833,ES,EU-SEU
ESACA,Alcanar,40.55,0.4833,ES,EU-SEU
ESALT,Algorta,43.35,-3.0167,ES,EU-SEU
ESARZ,Allariz,42.1833,-7.8,ES,EU-SEU
ESALX,Almendricos,37.4667,-1.7833,ES,EU-SEU
ESLEI,Almeria,36.8333,-2.45,ES,EU-SEU
ES2TT,Ametlla,41.5667,1.25,ES,EU-SEU
ESAMP,Ampuero,43.35,-3.4167,ES,EU-SEU
ESASL,Andosilla,42.3833,-1.95,ES,EU-SEU
ESAGG,Argelaguer,42.2167,2.65,ES,EU-SEU
ESUNY,Avinyo,41.8667,1.9667,ES,EU-SEU
ESB8C,Bacaicoa,42.8833,-2.1,ES,EU-SEU
ESBDP,Banyeres del Penedes,41.1,1.5167,ES,EU-SEU
ESBDF,Barbate de Franco,36.1833,-5.9167,ES,EU-SEU
ESBLR,Begur,41.95,3.2,ES,EU-SEU
ESUCC,Belmonte,39.5667,-2.7,ES,EU-SEU
ESBU3,Benicull,39.1833,-0.3833,ES,EU-SEU
ESBMO,Benimodo,39.2167,-0.5167,ES,EU-SEU
ESBRM,Bermeo,43.4333,-2.7167,ES,EU-SEU
ESBIO,Bilbao,43.25,-2.9667,ES,EU-SEU
ESBS3,Binissalem,39.6833,2.8333,ES,EU-SEU
ESBVN,Buenavista del Norte,28.3667,-16.9,ES,AF-NAF
ESBOS,Burgo de Osma,41.5667,-3.0667,ES,EU-SEU
ESCBP,Cabo de Palos,37.6333,-0.6833,ES,EU-SEU
ESAS8,Cabuenes,43.5167,-5.6,ES,EU-SEU
ESOOP,Cadaques,42.2833,3.2833,ES,EU-SEU
ESLEL,Calella,41.6167,2.6667,ES,EU-SEU
ESCHR,Caleta de Sebo,29.2333,-13.5,ES,AF-NAF
ESC9A,Calles,39.7333,-0.9667,ES,EU-SEU
ESIAS,Camarinas,43.1167,-9.1667,ES,EU-SEU
ESCBL,Cambrils,41.0667,1.0667,ES,EU-SEU
ESCPL,Campanillas,36.7167,-4.5333,ES,EU-SEU
ESCGG,Campllong,41.8833,2.8167,ES,EU-SEU
ESCES,Capellades,41.5333,1.7,ES,EU-SEU
ESCRS,Carboneras,36.9833,-1.8833,ES,EU-SEU
ESCNO,Carino,43.75,-7.8667,ES,EU-SEU
ESCDI,Carrizal,27.9,-15.4,ES,AF-NAF
ESCAR,Cartagena,37.6,-0.9833,ES,EU-SEU
ESRES,Casar de Caceres,39.5667,-6.4167,ES,EU-SEU
ESCAS,Castellon de la Plana,39.9833,-0.0333,ES,EU-SEU
ESHHU,Castillazuelo,42.0667,0.6667,ES,EU-SEU
ESCSO,Castropol,43.5333,-7.0333,ES,EU-SEU
ESCUR,Castro-Urdiales,43.3833,-3.2167,ES,EU-SEU
ESCOI,Catoira,42.6667,-8.7167,ES,EU-SEU
ESCED,Cedeira,43.65,-8.05,ES,EU-SEU
ESCEL,Celeiro,42.7,-7.05,ES,EU-SEU
ESGVA,Cigales,41.7667,-4.7,ES,EU-SEU
ESCCN,Corcubion,42.95,-9.1833,ES,EU-SEU
ESCJE,Costa Adeje,28.0667,-16.75,ES,AF-NAF
ESCUD,Cuarte de Huerva,41.5833,-0.9167,ES,EU-SEU
ESDBA,Deba,43.3,-2.35,ES,EU-SEU
ESDAG,Dos Aguas,39.2833,-0.8,ES,EU-SEU
ESZ8R,Echarri-Aranaz,42.9,-2.0667,ES,EU-SEU
ESEJC,Ejea de los Caballeros,42.1167,-1.1333,ES,EU-SEU
ESATO,El Astillero,43.4,-3.8167,ES,EU-SEU
ESGCS,El Grao,39.9667,0.0167,ES,EU-SEU
ESMED,El Medano,28.0333,-16.5333,ES,AF-NAF
ESEOO,El Pedernoso,39.4833,-2.75,ES,EU-SEU
ESSOL,El Port,39.7667,2.7,ES,EU-SEU
ESELV,Elvillar,42.5706068,-2.5433183,ES,EU-SEU
ESCC7,Escorca,39.8167,2.85,ES,EU-SEU
ESEDL,Estadilla,42.05,0.25,ES,EU-SEU
ESEZC,Ezcaray,42.3167,-3.0167,ES,EU-SEU
ESFRO,Ferrol,43.4833,-8.25,ES,EU-SEU
ESGU6,Fontanar,40.7333,-3.1667,ES,EU-SEU
ESFAL,Fuente-Alamo,38.7,-1.4333,ES,EU-SEU
ESEWE,Fuenterrabia,43.3667,-1.7833,ES,EU-SEU
ESGAN,Gandia,38.9667,-0.1833,ES,EU-SEU
ESGRC,Garachico,28.3667,-16.75,ES,AF-NAF
ESGGA,Garriguella,42.3333,3.0667,ES,EU-SEU
ESGIJ,Gijon,43.5333,-5.6667,ES,EU-SEU
ESGDR,Grajal de Ribera,42.1833,-5.6167,ES,EU-SEU
ESGYA,Granyanella,41.6667,1.2167,ES,EU-SEU
ESEGR,Grove,42.5,-8.8667,ES,EU-SEU
ESJUE,Guijuelo,40.55,-5.6667,ES,EU-SEU
ESHIG,Higuera la Real,38.1333,-6.6833,ES,EU-SEU
ESHLL,Hormilla,42.4333,-2.7667,ES,EU-SEU
ESIBZ,Ibiza,38.9,1.4333,ES,EU-SEU
ESNCA,Inca,39.7167,2.9,ES,EU-SEU
ESIUA,Iurreta,43.1667,-2.6333,ES,EU-SEU
ESJAV,Javea,38.7833,0.1667,ES,EU-SEU
ESKLL,La Ametlla de Mar,40.9,0.8,ES,EU-SEU
ESBAT,La Batlloria,41.7167,2.55,ES,EU-SEU
ESLCG,La Coruna (A Coruna),43.3667,-8.3833,ES,EU-SEU
ESGLE,La Escala (L'Escala),42.1167,3.1333,ES,EU-SEU
ESAGD,La Guardia,41.9,-8.8833,ES,EU-SEU
ESLRT,La Restinga,27.6167,-17.9833,ES,AF-NAF
ESTT2,La Selva del Camp,41.2,1.1333,ES,EU-SEU
ESLSL,La Seu d'Urgell,42.3667,1.45,ES,EU-SEU
ESLZR,La Zarza,38.8167,-6.2167,ES,EU-SEU
ESLAX,Lage,43.2167,-9,ES,EU-SEU
ESACE,Lanzarote,28.9667,-13.5333,ES,AF-NAF
ESLAP,Lapuebla de Labarca,42.5,-2.5667,ES,EU-SEU
ESCDK,Las Casas de Alcanar,40.55,0.5333,ES,EU-SEU
ESNDD,Las Noras de Daza,36.75,-2.7333,ES,EU-SEU
ESLPA,Las Palmas de Gran Canaria,28.1,-15.4167,ES,AF-NAF
ESLEC,Lecumberri,43,-1.8833,ES,EU-SEU
ESLGU,Legutiano,42.9667,-2.6333,ES,EU-SEU
ESTG2,Les Borges del Camp,41.1667,1.0167,ES,EU-SEU
ESLIT,Lizartza,43.3167,-1.9833,ES,EU-SEU
ESLLO,Lloret de Mar,41.7,2.85,ES,EU-SEU
ES2BL,Lloseta,39.7167,2.8667,ES,EU-SEU
ESMRJ,Madridejos,39.4667,-3.5333,ES,EU-SEU
ESMAH,"Mahon, Menorca",39.8833,4.25,ES,EU-SEU
ESAGP,Malaga,36.7167,-4.4167,ES,EU-SEU
ESMMA,Malgrat de Mar,41.65,2.75,ES,EU-SEU
ESMLO,Maliano,43.4167,-3.8333,ES,EU-SEU
ESMAI,Malpica (Malpica de Bergantinos),43.3167,-8.8,ES,EU-SEU
ESMQU,Mascaraque,39.7167,-3.8167,ES,EU-SEU
ESMSN,Masnou,41.4833,2.3167,ES,EU-SEU
ESMIC,Miraclamp,41.6,0.8667,ES,EU-SEU
ESMIX,Miranda de Ebro,42.6833,-2.95,ES,EU-SEU
ESMOA,Moana,42.2833,-8.7333,ES,EU-SEU
ESMOG,Mogarraz,40.4833,-6.05,ES,EU-SEU
ESMOJ,Mojacar,37.15,-1.85,ES,EU-SEU
ESMTC,Montblanc,41.3833,1.1667,ES,EU-SEU
ESMTQ,Montesquiu,42.1,2.2,ES,EU-SEU
ESMOI,Montiel,38.7,-2.8667,ES,EU-SEU
ESLTV,Moral de Calatrava,38.8333,-3.5833,ES,EU-SEU
ESCUT,Morro del Jable,28.05,-14.3333,ES,AF-NAF
ESMTU,Motrico (Mutriku),43.3,-2.3833,ES,EU-SEU
ESM8U,Mourente,43.5667,-7.2667,ES,EU-SEU
ESMUN,Munguia,43.35,-2.8333,ES,EU-SEU
ESMLJ,Murillo de Rio Leza,42.4,-2.3167,ES,EU-SEU
ESMUS,Musel-Arnao,43.5667,-5.7,ES,EU-SEU
ESNJE,Najera,42.4167,-2.7333,ES,EU-SEU
ESAD6,Nuevo Baztan,40.3667,-3.25,ES,EU-SEU
ESONS,Obanos,42.6833,-1.7833,ES,EU-SEU
ESOLZ,Olazagutia,42.8667,-2.2,ES,EU-SEU
ESOND,Ondarroa,43.3167,-2.4167,ES,EU-SEU
ESOSR,Oroso,42.9833,-8.4333,ES,EU-SEU
ESOTG,Ortigueira,43.6667,-7.85,ES,EU-SEU
ESOUT,Outes,42.85,-8.9,ES,EU-SEU
ESPAL,Palamos,41.85,3.1333,ES,EU-SEU
ESPMI,Palma de Mallorca,39.5667,2.6333,ES,EU-SEU
ESTO9,Palomeque,40.1167,-3.95,ES,EU-SEU
ESPBU,Pancorbo,42.6333,-3.1,ES,EU-SEU
ESPET,Petra,39.6167,3.1,ES,EU-SEU
ESPIT,Pitillas,42.4167,-1.6167,ES,EU-SEU
ESDBO,Playa Den Bossa,38.8833,1.4167,ES,EU-SEU
ESPSJ,Playa San Juan,28.1667,-16.8,ES,AF-NAF
ESPSO,Pola de Siero,43.4,-5.65,ES,EU-SEU
ESBPM,Porreras,39.5167,3,ES,EU-SEU
ESPSL,Posada de Llanera,43.4333,-5.85,ES,EU-SEU
ESCHZ,Puebla de Sancho Perez,38.4,-6.4,ES,EU-SEU
ESLPC,Puebla del Caraminal,42.6,-8.9333,ES,EU-SEU
ESRUZ,Puerto de la Cruz,28.4167,-16.55,ES,AF-NAF
ESHIE,Puerto de la Estaca,27.7833,-17.9,ES,AF-NAF
ESPD3,Puerto de la Selva,42.3333,3.2,ES,EU-SEU
ESPPS,Puerto de Playa de Santiago,28.0333,-17.2,ES,AF-NAF
ESPDS,Puerto de Sagunto,39.65,-0.2167,ES,EU-SEU
ESPRG,Puig-reig,41.9833,1.8667,ES,EU-SEU
ESPVA,Puras,41.1833,-4.65,ES,EU-SEU
ESRA5,Rajadell,41.7167,1.7,ES,EU-SEU
ES8TC,Rejected,37.4667,-0.8167,ES,EU-SEU
ESRTA,Renteria,43.3167,-1.9,ES,EU-SEU
ESRBI,Ribeira (Santa Uxia),42.55,-9,ES,EU-SEU
ESRPL,Ripoll,42.2,2.1833,ES,EU-SEU
ESCAQ,Riudecanyes,41.1167,0.95,ES,EU-SEU
ESOTO,Rotova,38.9333,-0.25,ES,EU-SEU
ESRDE,Rubielos de Mora,40.1833,-0.65,ES,EU-SEU
ESRUE,Rueda,41.4167,-4.95,ES,EU-SEU
ESSAG,Sagunto,39.6833,-0.2667,ES,EU-SEU
ESS9S,Salinas de Oro,42.7833,-1.8833,ES,EU-SEU
ESNRA,Salinas De Pamplona,42.75,-1.65,ES,EU-SEU
ESSAS,San Asensio,42.5,-2.75,ES,EU-SEU
ESSBT,San Bartolome de Tirajana,27.9249459,-15.5730295,ES,AF-NAF
ESSCR,San Carlos de la Rapita,40.6167,0.6,ES,EU-SEU
ESV8C,San Cristobal de Entrevinas,42.05,-5.6333,ES,EU-SEU
ESLIU,San Feliu de Buxalleu,41.7833,2.5833,ES,EU-SEU
ESSFO,San Fernando,36.4667,-6.2,ES,EU-SEU
ESJRM,San Julian de Ramis,42.0167,2.85,ES,EU-SEU
ESM8M,San Mames De Meruelo,43.45,-3.5667,ES,EU-SEU
ESSO8,San Miguel Del Arroyo,41.4333,-4.45,ES,EU-SEU
ESSAP,San Pedro Pescador,42.1833,3.0833,ES,EU-SEU
ESSRH,San Roman de Hornija,41.4833,-5.2833,ES,EU-SEU
ESSVI,San Vicente,42.45,-7.0667,ES,EU-SEU
ESSVB,San Vicente de la Barquera,43.3833,-4.3833,ES,EU-SEU
ESSXX,Sangenjo,42.4,-8.8167,ES,EU-SEU
ESSP4,Sanguineda,42.1833,-8.6333,ES,EU-SEU
ESSFU,Sant Feliu de Guixols,41.7833,3.0333,ES,EU-SEU
ESSFL,Sant Feliu de Llobregat,41.3833,2.05,ES,EU-SEU
ESSJO,Sant Joan Despi,41.3667,2.0667,ES,EU-SEU
ESSL4,Sant Lluis,39.8333,4.25,ES,EU-SEU
ESSMD,Sant Miquel de Fluvia,42.1667,2.9833,ES,EU-SEU
ESSGD,Santa Agueda,38.1667,-0.7833,ES,EU-SEU
ESSPC,Santa Cruz de La Palma,28.6833,-17.7667,ES,AF-NAF
ESEUG,Santa Eugenia,42.55,-9,ES,EU-SEU
ESSTE,Santa Eulalia del Rio,38.9833,1.5167,ES,EU-SEU
ESSUR,Santa Ursula,28.4167,-16.4667,ES,AF-NAF
ESS8C,Santervas De Campos,42.2167,-5.1,ES,EU-SEU
ESAAQ,Santiago del Campo,39.6333,-6.3667,ES,EU-SEU
ESRUM,Santo Angel,37.9333,-1.1167,ES,EU-SEU
ESSNR,Santurce,43.3333,-3.0333,ES,EU-SEU
ES4SS,Santurtz,43.3167,-3.0167,ES,EU-SEU
ESHVC,Sanxenxo,42.4,-8.8,ES,EU-SEU
ESRAL,Sarral,41.4333,1.2333,ES,EU-SEU
ESZMF,Sauzal,28.4667,-16.4167,ES,AF-NAF
ESSIS,Sils,41.8,2.75,ES,EU-SEU
ESSIT,Sitges,41.2333,1.8333,ES,EU-SEU
ESSL8,Sobradelo,42.5833,-8.7833,ES,EU-SEU
ESPTN,Son (Puerto del Son),42.6833,-9.0167,ES,EU-SEU
ESTBZ,Tabuenca,41.7,-1.55,ES,EU-SEU
ESTAZ,Tazacorte,28.6333,-17.9333,ES,AF-NAF
ESTJQ,Tejina,28.5333,-16.35,ES,AF-NAF
ESTJF,Tijarafe,28.7,-17.95,ES,AF-NAF
ESTRR,Torredembarra,41.15,1.4,ES,EU-SEU
ESLE6,Torrente,39.4333,-0.4667,ES,EU-SEU
ESTKG,Tossa (Tossa de Mar),41.7167,2.9333,ES,EU-SEU
ESTRE,Trebujena,36.8667,-6.1667,ES,EU-SEU
ESTDC,Trobajo del Cerecedo,42.5667,-5.5833,ES,EU-SEU
ESTRU,Trubia,43.5,-5.7333,ES,EU-SEU
ESUIS,Ucieda,43.25,-4.2333,ES,EU-SEU
ESURZ,Urroz,42.7833,-1.45,ES,EU-SEU
ESDEJ,Valdetorres de Jarama,40.7,-3.5,ES,EU-SEU
ESVCC,Vallcarca,41.2333,1.8667,ES,EU-SEU
ESV7N,Vidania,43.1333,-2.15,ES,EU-SEU
ESVBN,Villabona,43.1833,-2.05,ES,EU-SEU
ESZZ4,Villaflor,41.5833,-5.9833,ES,EU-SEU
ESVIL,Villagarcia de Arosa,42.6,-8.75,ES,EU-SEU
ESVLG,Villanueva y Geltru (Vilanova i la Geltru),41.2167,1.7333,ES,EU-SEU
ESALA,Villarreal de Alava,42.9833,-2.6333,ES,EU-SEU
ESV8M,Villasana De Mena,43.1,-3.2833,ES,EU-SEU
ESVIT,Vitoria-Gasteiz,42.85,-2.6667,ES,EU-SEU
ESVIV,Viveiro,43.6667,-7.6,ES,EU-SEU
ESVZM,Vizmalo,42.1667,-4.1,ES,EU-SEU
ESZ8N,Zalain,43.2833,-1.7,ES,EU-SEU
ESZUE,Zuera,41.8667,-0.7833,ES,EU-SEU
ESBCN,Barcelona,41.33333333,2.166666667,ES,EU-SEU
ESVLC,Valencia,39.45,-0.3,ES,EU-SEU
ESALG,Algeciras,36.1333,-5.4333,ES,EU-SEU
ESAAW,Sa Canal,38.833,1.383,ES,EU-SEU
ESABG,Los Abrigos,28.03333,-16.65,ES,AF-NAF
ESABH,Abanto,43.317,-4.5,ES,EU-SEU
ESADI,Aldan-Hio,42.28333,-8.81667,ES,EU-SEU
ESADT,Alcaudete de la Jaya,39.783,-4.867,ES,EU-SEU
ESAEM,Alcala,40.4843898,-3.3688023,ES,EU-SEU
ESALC,Alicante,38.3459963,-0.4906855,ES,EU-SEU
ESAMX,Almorox,40.233,-4.383,ES,EU-SEU
ESARW,Armintza,43.43333,-2.9,ES,EU-SEU
ESATQ,Ataquines,41.183,-4.8,ES,EU-SEU
ESAVS,Aviles,43.5833,-5.9333,ES,EU-SEU
ESAYR,Ayora,39.067,-1.05,ES,EU-SEU
ESBBE,Barbate,36.18333,-5.91667,ES,EU-SEU
ESBBJ,Brena Baja,28.633,-17.75,ES,AF-NAF
ESBCD,Bustio,43.38333,-4.51667,ES,EU-SEU
ESBDA,Benegida,39.067,-0.55,ES,EU-SEU
ESBGG,Berlanga,38.283,-5.817,ES,EU-SEU
ESBGJ,Berguenda,42.783,-3.05,ES,EU-SEU
ESBLE,Barallobre,43.46667,-8.18333,ES,EU-SEU
ESBNU,Banugues,43.63333,-5.8,ES,EU-SEU
ESBOA,Boadilla del Monte,40.4122794,-3.8887699,ES,EU-SEU
ESBQB,Barquero-Bares,43.73333,-7.7,ES,EU-SEU
ESBSL,Bermiyo Sallago,41.367,-6.1,ES,EU-SEU
ESBVJ,Belvis Jara,39.75,-4.95,ES,EU-SEU
ESBZS,Bouzas,42.23333,-8.75,ES,EU-SEU
ESCAD,Cadiz,36.5270612,-6.2885962,ES,EU-SEU
ESCAY,Castell de Ferro,36.71667,-3.35,ES,EU-SEU
ESCBY,Combarro,42.43333,-8.7,ES,EU-SEU
ESCCX,Carcaixent,39.067,-0.4,ES,EU-SEU
ESCCZ,Cabo de Cruz - Boiro,42.61667,-8.88333,ES,EU-SEU
ESCEM,Cala-Ratjada,39.71667,3.46667,ES,EU-SEU
ESCEU,Ceuta,35.8893874,-5.3213455,ES,EU-SEU
ESCFL,Casillas Flores,40.383,-6.75,ES,EU-SEU
ESCGE,Calonge,41.867,3.083,ES,EU-SEU
ESCGR,Consuegra,39.467,-3.6,ES,EU-SEU
ESCIN,Cayon,43.31667,-8.6,ES,EU-SEU
ESCMY,Camelle,43.18333,-9.08333,ES,EU-SEU
ESCOS,Santa Cristina de Cobres,42.31667,-8.65,ES,EU-SEU
ESCPA,Campoamor,37.9,-0.75,ES,EU-SEU
ESCQU,Carranque,40.167,-3.9,ES,EU-SEU
ESCRG,Cabo Roig,37.917,-0.733,ES,EU-SEU
ESCRP,Carpio Tajo,39.883,-4.45,ES,EU-SEU
ESCRQ,La Carihuela,36.6,-4.53333,ES,EU-SEU
ESCSN,Cisneros,42.217,-4.85,ES,EU-SEU
ESCZT,Camarzana Tera,42,-6.017,ES,EU-SEU
ESDAA,Carreira-Aguino,42.51667,-9.01667,ES,EU-SEU
ESDRB,Darbo,42.25,-8.8,ES,EU-SEU
ESEAN,El Pindo,42.9,-9.13333,ES,EU-SEU
ESEBO,Cebolla,39.95,-4.567,ES,EU-SEU
ESECT,El Casar de Talamanca,40.7,-3.433,ES,EU-SEU
ESEEL,El Puntal,43.53333,-5.38333,ES,EU-SEU
ESEEM,Elanchove,43.4,-2.63333,ES,EU-SEU
ESEMP,Empuriabrava,42.25,3.133,ES,EU-SEU
ESENG,Enguera,38.983,-0.683,ES,EU-SEU
ESETH,Huete,40.133,-2.683,ES,EU-SEU
ESETT,Estartit,42.05,3.2,ES,EU-SEU
ESETY,S'Estanyol,39.36667,2.91667,ES,EU-SEU
ESFHG,Fuente Higuera,38.8,-0.88333,ES,EU-SEU
ESFLD,Formentera Island,38.65,1.583,ES,EU-SEU
ESFNC,La Font den Carros,38.917,-0.167,ES,EU-SEU
ESFRA,Frades,43.05,-8.283,ES,EU-SEU
ESFRM,Fermoselle,41.317,-6.383,ES,EU-SEU
ESFRN,Fornells,40.05,4.13333,ES,EU-SEU
ESFSL,Fuensalida,40.05,-4.2,ES,EU-SEU
ESFUE,Puerto del Rosario-Fuerteventura,28.500821,-13.8628367,ES,AF-NAF
ESGND,Puerto de Granadilla,28.05,-16.483,ES,AF-NAF
ESGRT,Lagartera,39.9,-5.2,ES,EU-SEU
ESGSM,Guisamo Bergondo,43.3,-8.26667,ES,EU-SEU
ESGTL,Gran Tarajal,28.2,-14.017,ES,AF-NAF
ESGTX,Getxo,43.533,-3.017,ES,EU-SEU
ESHDD,Hinojosa del Duque,38.5,-5.15,ES,EU-SEU
ESHSN,Hermisende,41.967,-6.883,ES,EU-SEU
ESHTY,Hontanaya,39.733,-2.833,ES,EU-SEU
ESHUV,Huelva,37.261421,-6.9447224,ES,EU-SEU
ESIAL,Isla de Arosa,42.56667,-8.88333,ES,EU-SEU
ESIAM,Isla Tabarca,38.16667,-0.48333,ES,EU-SEU
ESITE,Belchite,41.3,-0.75,ES,EU-SEU
ESJON,Burujon,39.9,-4.3,ES,EU-SEU
ESLAH,La Aldea,28,-15.81667,ES,AF-NAF
ESLAK,Los Gigantes,28.25,-16.85,ES,AF-NAF
ESLCT,La Caleta,28.11667,-16.76667,ES,AF-NAF
ESLGC,La Graciosa,29.217,-13.5,ES,AF-NAF
ESLHN,Llanos de Aridane (Los),28.65,-17.9,ES,AF-NAF
ESLPF,La Poble de Farnals,39.583,-1.667,ES,EU-SEU
ESLPX,Puerto de la Luz/Las Palmas,28.15,-15.41667,ES,AF-NAF
ESLRC,Lorbe,43.38333,-8.3,ES,EU-SEU
ESMBY,Mombuey,42.033,-6.333,ES,EU-SEU
ESMCZ,Mozoncillo,41.15,-4.183,ES,EU-SEU
ESMEO,Mera-Oleiros,43.38333,-8.33333,ES,EU-SEU
ESMET,Miguel Esteban,39.517,-3.083,ES,EU-SEU
ESMGA,Mugia,43.1,-9.217,ES,EU-SEU
ESMGN,Magan,39.95,-3.917,ES,EU-SEU
ESMGR,Mugardos,43.467,-8.25,ES,EU-SEU
ESMHR,Morro Jable,28.05,-14.36667,ES,AF-NAF
ESMIA,Mesia,43.1,-8.267,ES,EU-SEU
ESMIR,Miramar,38.95,0,ES,EU-SEU
ESMNF,Montefrio,37.317,-4.017,ES,EU-SEU
ESMPG,"Marin, Pontevedra",42.3914848,-8.7020824,ES,EU-SEU
ESMRN,Maracena,37.2,-3.633,ES,EU-SEU
ESMUX,Muxia,43.1,-9.21667,ES,EU-SEU
ESNAA,Ayegui,42.65,-2.033,ES,EU-SEU
ESNBL,Noblejas,39.983,-3.433,ES,EU-SEU
ESNCO,Coristanco,43.2,-8.75,ES,EU-SEU
ESNEM,Niembro,43.43333,-4.83333,ES,EU-SEU
ESNLL,Santa Olalla,40.017,-4.433,ES,EU-SEU
ESNRT,Monserrat,39.367,-0.6,ES,EU-SEU
ESNTR,Mentrida,40.233,-4.183,ES,EU-SEU
ESOLY,Olias del Rey,39.95,-3.967,ES,EU-SEU
ESOMR,Mora,39.667,-3.767,ES,EU-SEU
ESORJ,Orjiva,36.9,-3.417,ES,EU-SEU
ESOVN,Ovinana,43.58333,-6.21667,ES,EU-SEU
ESOZL,Orzola,29.217,-13.45,ES,AF-NAF
ESPAB,Poris de Abona,28.18333,-16.45,ES,AF-NAF
ESPAM,Playa San Marcos,28.38333,-16.71667,ES,AF-NAF
ESPAN,Pantoja,40.05,-3.833,ES,EU-SEU
ESPAS,Pasajes,43.3254703,-1.9301396,ES,EU-SEU
ESPCN,Picassent,39.35,-0.45,ES,EU-SEU
ESPCR,Porto Cristo,39.53333,3.33333,ES,EU-SEU
ESPEV,Pontevedra,42.8841904,-8.7700609,ES,EU-SEU
ESPGU,Puerto de Guimar,28.3,-16.367,ES,AF-NAF
ESPHD,Punta Hidalgo,28.58333,-16.31667,ES,AF-NAF
ESPJC,Polina Jucar,39.2,-0.367,ES,EU-SEU
ESPLI,Playa Ingles,27.767,-15.583,ES,AF-NAF
ESPMA,Palmeira,42.58333,-8.95,ES,EU-SEU
ESPNJ,Panjon,42.15,-8.81667,ES,EU-SEU
ESPNY,Sant Antoni de Portmany,38.983,1.3,ES,EU-SEU
ESPOR,Portugalete,43.3182479,-3.0211969,ES,EU-SEU
ESPPI,S. Pedro del Pinatar-Lo Pagan,37.81667,-0.75,ES,EU-SEU
ESPRE,Puerto Calero,28.917,-13.7,ES,AF-NAF
ESPRO,Puerto Rosario,28.5,-13.867,ES,AF-NAF
ESPRT,Portosin,42.767,-8.95,ES,EU-SEU
ESPTM,Puertomarin,42.8,-7.617,ES,EU-SEU
ESPUC,Puerto del Carmen,28.917,-13.667,ES,AF-NAF
ESPVG,Puerto de Vega,43.567,-6.633,ES,EU-SEU
ESQAE,Puerto Santiago,28.23333,-16.85,ES,AF-NAF
ESQAH,Puerto Naos,28.6,-17.91667,ES,AF-NAF
ESQAJ,Port de la Selva,42.35,3.2,ES,EU-SEU
ESQIS,Quismondo,40.1,-4.317,ES,EU-SEU
ESRAC,Rajo,42.4,-8.75,ES,EU-SEU
ESRDA,Alcala del Rio,37.517,-5.967,ES,EU-SEU
ESRDP,Renedo de Pielago,43.3534526,-3.9500105,ES,EU-SEU
ESREE,Redes,43.43333,-8.2,ES,EU-SEU
ESRHR,Rinlo,43.56667,-7.1,ES,EU-SEU
ESROM,El Rompido,37.217,-7.117,ES,EU-SEU
ESRRS,Ferreras,41.9,-6.183,ES,EU-SEU
ESSCI,San Ciprian,43.6938309,-7.4415158,ES,EU-SEU
ESSCK,San Cristobal,28.1,-15.41667,ES,AF-NAF
ESSCT,Santa Cruz de Tenerife,28.4636296,-16.2518467,ES,AF-NAF
ESSDG,Sallent de Gallego,42.767,-0.333,ES,EU-SEU
ESSDR,Santander,43.463092,-3.809915,ES,EU-SEU
ESSEM,San Andres,28.5,-16.18333,ES,AF-NAF
ESSER,Serra,39.683,-0.433,ES,EU-SEU
ESSIO,Casasimarro,39.367,-2.033,ES,EU-SEU
ESSMO,Santa Maria de Corco,42.0348437,2.3700711,ES,EU-SEU
ESSNI,Santa Eugenia de Riveira,42.56667,-8.98333,ES,EU-SEU
ESSNY,Santany,39.33333,3.16667,ES,EU-SEU
ESSPQ,San Pedro Ceque,43.05,-6.067,ES,EU-SEU
ESSPT,Sancti Petri,36.38333,-6.21667,ES,EU-SEU
ESSRL,Sardina,28.13333,-15.7,ES,AF-NAF
ESSUM,Sumarcarcer,39.1,0.633,ES,EU-SEU
ESSVQ,Sevilla,37.35,-6,ES,EU-SEU
ESTAG,Teis-Chapela,42.61667,-8.85,ES,EU-SEU
ESTAM,Tijarafe,28.65,-17.95,ES,AF-NAF
ESTAN,Taliarte - Melenara,27.98333,-15.36667,ES,AF-NAF
ESTAR,Tarragona,41.099524,1.205496,ES,EU-SEU
ESTBR,Tabara,41.817,-5.95,ES,EU-SEU
ESTDY,Tordoya,43.1,-8.567,ES,EU-SEU
ESTHO,Torre Horadada,37.867,-0.75,ES,EU-SEU
ESTRY,Real de Montroy,39.333,-0.6,ES,EU-SEU
ESTTJ,Toro,41.51667,-5.4,ES,EU-SEU
ESTVC,Tornavacas,40.25,-5.683,ES,EU-SEU
ESTZN,Tazones,43.55,-5.4,ES,EU-SEU
